,DailyCases,Deceased,Hospitalised,InIntensiveCareUnit,RequiresOxygenSupplementation,DailyHospitalised,DailyICU,DailyOxygen,SeverityRate(%),Daily Discharged,Daily Recovery,people_vaccinated,population,people_fully_vaccinated,FirstDose(%),SecondDose(%)
2020-01-23,1.0,,,,,0.0,0.0,0.0,0.0,,,,5896684.0,,,
2020-01-24,2.0,,,,,0.0,0.0,0.0,0.0,,,,5896684.0,,,
2020-01-25,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,5896684.0,,,
2020-01-26,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-01-27,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-01-28,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-01-29,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,5896684.0,,,
2020-01-30,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-01-31,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-02-01,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-02-02,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-02-03,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,5896684.0,,,
2020-02-04,6.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,5896684.0,,,
2020-02-05,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-02-06,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,5896684.0,,,
2020-02-07,2.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,5896684.0,,,
2020-02-08,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-02-09,7.0,,,,,0.0,0.0,0.0,0.0,4.0,1.0,,5896684.0,,,
2020-02-10,5.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,5896684.0,,,
2020-02-11,2.0,,,,,0.0,0.0,0.0,0.0,2.0,0.0,,5896684.0,,,
2020-02-12,3.0,,,,,0.0,0.0,0.0,0.0,6.0,3.0,,5896684.0,,,
2020-02-13,8.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-02-14,9.0,,,,,0.0,0.0,0.0,0.0,2.0,0.0,,5896684.0,,,
2020-02-15,5.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,5896684.0,,,
2020-02-16,3.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,5896684.0,,,
2020-02-17,2.0,,,,,0.0,0.0,0.0,0.0,5.0,3.0,,5896684.0,,,
2020-02-18,4.0,,,,,0.0,0.0,0.0,0.0,5.0,1.0,,5896684.0,,,
2020-02-19,3.0,,,,,0.0,0.0,0.0,0.0,5.0,2.0,,5896684.0,,,
2020-02-20,0.0,,,,,0.0,0.0,0.0,,3.0,2.0,,5896684.0,,,
2020-02-21,1.0,,,,,0.0,0.0,0.0,0.0,10.0,9.0,,5896684.0,,,
2020-02-22,0.0,,,,,0.0,0.0,0.0,,2.0,0.0,,5896684.0,,,
2020-02-23,4.0,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,5896684.0,,,
2020-02-24,0.0,,,,,0.0,0.0,0.0,,2.0,1.0,,5896684.0,,,
2020-02-25,2.0,,,,,0.0,0.0,0.0,0.0,5.0,4.0,,5896684.0,,,
2020-02-26,2.0,,,,,0.0,0.0,0.0,0.0,4.0,2.0,,5896684.0,,,
2020-02-27,0.0,,,,,0.0,0.0,0.0,,4.0,1.0,,5896684.0,,,
2020-02-28,0.0,,,,,0.0,0.0,0.0,,3.0,1.0,,5896684.0,,,
2020-02-29,9.0,,,,,0.0,0.0,0.0,0.0,3.0,0.0,,5896684.0,,,
2020-03-01,4.0,,,,,0.0,0.0,0.0,0.0,2.0,0.0,,5896684.0,,,
2020-03-02,2.0,,,,,0.0,0.0,0.0,0.0,4.0,2.0,,5896684.0,,,
2020-03-03,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-03-04,0.0,,,,,0.0,0.0,0.0,,1.0,0.0,,5896684.0,,,
2020-03-05,7.0,,,,,0.0,0.0,0.0,0.0,2.0,0.0,,5896684.0,,,
2020-03-06,13.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,5896684.0,,,
2020-03-07,8.0,,,,,0.0,0.0,0.0,0.0,8.0,0.0,,5896684.0,,,
2020-03-08,12.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-03-09,0.0,,,,,0.0,0.0,0.0,,3.0,0.0,,5896684.0,,,
2020-03-10,10.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-03-11,18.0,,,,,0.0,0.0,0.0,0.0,3.0,0.0,,5896684.0,,,
2020-03-12,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,5896684.0,,,
2020-03-13,22.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,5896684.0,,,
2020-03-14,12.0,,,,,0.0,0.0,0.0,0.0,8.0,0.0,,5896684.0,,,
2020-03-15,14.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5896684.0,,,
2020-03-16,17.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,,5896684.0,,,
2020-03-17,23.0,,,,,0.0,0.0,0.0,0.0,5.0,0.0,,5896684.0,,,
2020-03-18,47.0,,,,,0.0,0.0,0.0,0.0,3.0,0.0,,5896684.0,,,
2020-03-19,32.0,,,,,0.0,0.0,0.0,0.0,7.0,0.0,,5896684.0,,,
2020-03-20,40.0,,,,,0.0,0.0,0.0,0.0,7.0,0.0,,5896684.0,,,
2020-03-21,47.0,,,,,0.0,0.0,0.0,0.0,9.0,0.0,,5896684.0,,,
2020-03-22,23.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,,5896684.0,,,
2020-03-23,54.0,,,,,0.0,0.0,0.0,0.0,8.0,0.0,,5896684.0,,,
2020-03-24,49.0,,,,,0.0,0.0,0.0,0.0,3.0,0.0,,5896684.0,,,
2020-03-25,73.0,,,,,0.0,0.0,0.0,0.0,5.0,0.0,,5896684.0,,,
2020-03-26,52.0,,,,,0.0,0.0,0.0,0.0,12.0,0.0,,5896684.0,,,
2020-03-27,49.0,,,,,0.0,0.0,0.0,0.0,11.0,0.0,,5896684.0,,,
2020-03-28,70.0,,,,,0.0,0.0,0.0,0.0,15.0,0.0,,5896684.0,,,
2020-03-29,42.0,,,,,0.0,0.0,0.0,0.0,14.0,0.0,,5896684.0,,,
2020-03-30,35.0,,,,,0.0,0.0,0.0,0.0,16.0,0.0,,5896684.0,,,
2020-03-31,47.0,,,,,0.0,0.0,0.0,0.0,12.0,0.0,,5896684.0,,,
2020-04-01,74.0,,,,,0.0,0.0,0.0,0.0,5.0,0.0,,5896684.0,,,
2020-04-02,49.0,,,,,0.0,0.0,0.0,0.0,21.0,0.0,,5896684.0,,,
2020-04-03,65.0,,,,,0.0,0.0,0.0,0.0,16.0,0.0,,5896684.0,,,
2020-04-04,75.0,,,,,0.0,0.0,0.0,0.0,15.0,0.0,,5896684.0,,,
2020-04-05,120.0,,,,,0.0,0.0,0.0,0.0,23.0,0.0,,5896684.0,,,
2020-04-06,66.0,,,,,0.0,0.0,0.0,0.0,24.0,0.0,,5896684.0,,,
2020-04-07,106.0,,,,,0.0,0.0,0.0,0.0,33.0,0.0,,5896684.0,,,
2020-04-08,142.0,,,,,0.0,0.0,0.0,0.0,29.0,0.0,,5896684.0,,,
2020-04-09,287.0,,,,,0.0,0.0,0.0,0.0,54.0,0.0,,5896684.0,,,
2020-04-10,198.0,,,,,0.0,0.0,0.0,0.0,32.0,0.0,,5896684.0,,,
2020-04-11,191.0,,,,,0.0,0.0,0.0,0.0,35.0,0.0,,5896684.0,,,
2020-04-12,233.0,,,,,0.0,0.0,0.0,0.0,32.0,0.0,,5896684.0,,,
2020-04-13,386.0,,,,,0.0,0.0,0.0,0.0,26.0,0.0,,5896684.0,,,
2020-04-14,334.0,,,,,0.0,0.0,0.0,0.0,25.0,0.0,,5896684.0,,,
2020-04-15,447.0,,,,,0.0,0.0,0.0,0.0,41.0,0.0,,5896684.0,,,
2020-04-16,728.0,,,,,0.0,0.0,0.0,0.0,31.0,0.0,,5896684.0,,,
2020-04-17,623.0,,,,,0.0,0.0,0.0,0.0,25.0,0.0,,5896684.0,,,
2020-04-18,942.0,,,,,0.0,0.0,0.0,0.0,38.0,0.0,,5896684.0,,,
2020-04-19,596.0,,,,,0.0,0.0,0.0,0.0,26.0,0.0,,5896684.0,,,
2020-04-20,1426.0,,,,,0.0,0.0,0.0,0.0,33.0,0.0,,5896684.0,,,
2020-04-21,1111.0,,,,,0.0,0.0,0.0,0.0,39.0,0.0,,5896684.0,,,
2020-04-22,1016.0,,,,,0.0,0.0,0.0,0.0,57.0,0.0,,5896684.0,,,
2020-04-23,1037.0,,,,,0.0,0.0,0.0,0.0,36.0,0.0,,5896684.0,,,
2020-04-24,897.0,,,,,0.0,0.0,0.0,0.0,38.0,0.0,,5896684.0,,,
2020-04-25,618.0,,,,,0.0,0.0,0.0,0.0,46.0,0.0,,5896684.0,,,
2020-04-26,931.0,,,,,0.0,0.0,0.0,0.0,58.0,0.0,,5896684.0,,,
2020-04-27,799.0,,,,,0.0,0.0,0.0,0.0,35.0,0.0,,5896684.0,,,
2020-04-28,528.0,,,,,0.0,0.0,0.0,0.0,33.0,0.0,,5896684.0,,,
2020-04-29,690.0,,,,,0.0,0.0,0.0,0.0,62.0,0.0,,5896684.0,,,
2020-04-30,528.0,,,,,0.0,0.0,0.0,0.0,56.0,0.0,,5896684.0,,,
2020-05-01,932.0,,,,,0.0,0.0,0.0,0.0,24.0,0.0,,5896684.0,,,
2020-05-02,447.0,,,,,0.0,0.0,0.0,0.0,79.0,0.0,,5896684.0,,,
2020-05-03,657.0,,,,,0.0,0.0,0.0,0.0,61.0,0.0,,5896684.0,,,
2020-05-04,573.0,,,,,0.0,0.0,0.0,0.0,49.0,0.0,,5896684.0,,,
2020-05-05,632.0,,,,,0.0,0.0,0.0,0.0,62.0,0.0,,5896684.0,,,
2020-05-06,788.0,,,,,0.0,0.0,0.0,0.0,115.0,0.0,,5896684.0,,,
2020-05-07,741.0,,,,,0.0,0.0,0.0,0.0,78.0,0.0,,5896684.0,,,
2020-05-08,768.0,,,,,0.0,0.0,0.0,0.0,328.0,0.0,,5896684.0,,,
2020-05-09,753.0,,,,,0.0,0.0,0.0,0.0,256.0,0.0,,5896684.0,,,
2020-05-10,876.0,,,,,0.0,0.0,0.0,0.0,425.0,0.0,,5896684.0,,,
2020-05-11,486.0,,,,,0.0,0.0,0.0,0.0,504.0,18.0,,5896684.0,,,
2020-05-12,849.0,,,,,0.0,0.0,0.0,0.0,626.0,0.0,,5896684.0,,,
2020-05-13,675.0,,,,,0.0,0.0,0.0,0.0,958.0,283.0,,5896684.0,,,
2020-05-14,752.0,,,,,0.0,0.0,0.0,0.0,1164.0,412.0,,5896684.0,,,
2020-05-15,793.0,,,,,0.0,0.0,0.0,0.0,1275.0,482.0,,5896684.0,,,
2020-05-16,465.0,,,,,0.0,0.0,0.0,0.0,1094.0,629.0,,5896684.0,,,
2020-05-17,682.0,,,,,0.0,0.0,0.0,0.0,998.0,316.0,,5896684.0,,,
2020-05-18,305.0,,,,,0.0,0.0,0.0,0.0,495.0,190.0,,5896684.0,,,
2020-05-19,451.0,,,,,0.0,0.0,0.0,0.0,530.0,79.0,,5896684.0,,,
2020-05-20,570.0,,,,,0.0,0.0,0.0,0.0,842.0,272.0,,5896684.0,,,
2020-05-21,448.0,,,,,0.0,0.0,0.0,0.0,910.0,462.0,,5896684.0,,,
2020-05-22,614.0,,,,,0.0,0.0,0.0,0.0,838.0,224.0,,5896684.0,,,
2020-05-23,642.0,,,,,0.0,0.0,0.0,0.0,927.0,285.0,,5896684.0,,,
2020-05-24,548.0,,,,,0.0,0.0,0.0,0.0,994.0,446.0,,5896684.0,,,
2020-05-25,344.0,,,,,0.0,0.0,0.0,0.0,862.0,518.0,,5896684.0,,,
2020-05-26,383.0,,,,,0.0,0.0,0.0,0.0,706.0,323.0,,5896684.0,,,
2020-05-27,533.0,,,,,0.0,0.0,0.0,0.0,832.0,299.0,,5896684.0,,,
2020-05-28,373.0,,,,,0.0,0.0,0.0,0.0,1018.0,645.0,,5896684.0,,,
2020-05-29,611.0,,,,,0.0,0.0,0.0,0.0,1337.0,726.0,,5896684.0,,,
2020-05-30,506.0,,,,,0.0,0.0,0.0,0.0,1096.0,590.0,,5896684.0,,,
2020-05-31,518.0,,,,,0.0,0.0,0.0,0.0,972.0,454.0,,5896684.0,,,
2020-06-01,408.0,,,,,0.0,0.0,0.0,0.0,767.0,359.0,,5896684.0,,,
2020-06-02,544.0,,,,,0.0,0.0,0.0,0.0,709.0,165.0,,5896684.0,,,
2020-06-03,569.0,,,,,0.0,0.0,0.0,0.0,407.0,0.0,,5896684.0,,,
2020-06-04,517.0,,,,,0.0,0.0,0.0,0.0,322.0,0.0,,5896684.0,,,
2020-06-05,261.0,,,,,0.0,0.0,0.0,0.0,305.0,44.0,,5896684.0,,,
2020-06-06,344.0,,,,,0.0,0.0,0.0,0.0,350.0,6.0,,5896684.0,,,
2020-06-07,383.0,,,,,0.0,0.0,0.0,0.0,327.0,0.0,,5896684.0,,,
2020-06-08,386.0,,,,,0.0,0.0,0.0,0.0,482.0,96.0,,5896684.0,,,
2020-06-09,218.0,,,,,0.0,0.0,0.0,0.0,509.0,291.0,,5896684.0,,,
2020-06-10,451.0,,,,,0.0,0.0,0.0,0.0,655.0,204.0,,5896684.0,,,
2020-06-11,422.0,,,,,0.0,0.0,0.0,0.0,754.0,332.0,,5896684.0,,,
2020-06-12,463.0,,,,,0.0,0.0,0.0,0.0,754.0,291.0,,5896684.0,,,
2020-06-13,347.0,,,,,0.0,0.0,0.0,0.0,768.0,421.0,,5896684.0,,,
2020-06-14,407.0,,,,,0.0,0.0,0.0,0.0,781.0,374.0,,5896684.0,,,
2020-06-15,214.0,,,,,0.0,0.0,0.0,0.0,777.0,563.0,,5896684.0,,,
2020-06-16,151.0,,,,,0.0,0.0,0.0,0.0,797.0,646.0,,5896684.0,,,
2020-06-17,247.0,,,,,0.0,0.0,0.0,0.0,775.0,528.0,,5896684.0,,,
2020-06-18,257.0,,,,,0.0,0.0,0.0,0.0,774.0,517.0,,5896684.0,,,
2020-06-19,142.0,,,,,0.0,0.0,0.0,0.0,747.0,605.0,,5896684.0,,,
2020-06-20,218.0,,,,,0.0,0.0,0.0,0.0,765.0,547.0,,5896684.0,,,
2020-06-21,262.0,,,,,0.0,0.0,0.0,0.0,718.0,456.0,,5896684.0,,,
2020-06-22,218.0,,,,,0.0,0.0,0.0,0.0,648.0,430.0,,5896684.0,,,
2020-06-23,119.0,,,,,0.0,0.0,0.0,0.0,405.0,286.0,,5896684.0,,,
2020-06-24,191.0,,,,,0.0,0.0,0.0,0.0,304.0,113.0,,5896684.0,,,
2020-06-25,113.0,,,,,0.0,0.0,0.0,0.0,305.0,192.0,,5896684.0,,,
2020-06-26,219.0,,,,,0.0,0.0,0.0,0.0,221.0,2.0,,5896684.0,,,
2020-06-27,291.0,,,,,0.0,0.0,0.0,0.0,338.0,47.0,,5896684.0,,,
2020-06-28,213.0,,,,,0.0,0.0,0.0,0.0,345.0,132.0,,5896684.0,,,
2020-06-29,202.0,,,,,0.0,0.0,0.0,0.0,477.0,275.0,,5896684.0,,,
2020-06-30,246.0,,,,,0.0,0.0,0.0,0.0,515.0,269.0,,5896684.0,,,
2020-07-01,215.0,,,,,0.0,0.0,0.0,0.0,511.0,296.0,,5896684.0,,,
2020-07-02,188.0,,,,,0.0,0.0,0.0,0.0,418.0,230.0,,5896684.0,,,
2020-07-03,169.0,,,,,0.0,0.0,0.0,0.0,340.0,171.0,,5896684.0,,,
2020-07-04,185.0,,,,,0.0,0.0,0.0,0.0,348.0,163.0,,5896684.0,,,
2020-07-05,136.0,,,,,0.0,0.0,0.0,0.0,324.0,188.0,,5896684.0,,,
2020-07-06,183.0,,,,,0.0,0.0,0.0,0.0,276.0,93.0,,5896684.0,,,
2020-07-07,157.0,,,,,0.0,0.0,0.0,0.0,285.0,128.0,,5896684.0,,,
2020-07-08,158.0,,,,,0.0,0.0,0.0,0.0,321.0,163.0,,5896684.0,,,
2020-07-09,125.0,,,,,0.0,0.0,0.0,0.0,322.0,197.0,,5896684.0,,,
2020-07-10,191.0,,,,,0.0,0.0,0.0,0.0,135.0,0.0,,5896684.0,,,
2020-07-11,169.0,,,,,0.0,0.0,0.0,0.0,246.0,76.0,,5896684.0,,,
2020-07-12,178.0,,,,,0.0,0.0,0.0,0.0,259.0,81.0,,5896684.0,,,
2020-07-13,322.0,,,,,0.0,0.0,0.0,0.0,256.0,0.0,,5896684.0,,,
2020-07-14,347.0,,,,,0.0,0.0,0.0,0.0,196.0,0.0,,5896684.0,,,
2020-07-15,248.0,,,,,0.0,0.0,0.0,0.0,251.0,2.0,,5896684.0,,,
2020-07-16,248.0,,,,,0.0,0.0,0.0,0.0,268.0,20.0,,5896684.0,,,
2020-07-17,327.0,,,,,0.0,0.0,0.0,0.0,321.0,0.0,,5896684.0,,,
2020-07-18,202.0,,,,,0.0,0.0,0.0,0.0,256.0,54.0,,5896684.0,,,
2020-07-19,257.0,,,,,0.0,0.0,0.0,0.0,253.0,0.0,,5896684.0,,,
2020-07-20,123.0,,,,,0.0,0.0,0.0,0.0,285.0,162.0,,5896684.0,,,
2020-07-21,399.0,,,,,0.0,0.0,0.0,0.0,213.0,0.0,,5896684.0,,,
2020-07-22,310.0,,,,,0.0,0.0,0.0,0.0,211.0,0.0,,5896684.0,,,
2020-07-23,354.0,,,,,0.0,0.0,0.0,0.0,220.0,0.0,,5896684.0,,,
2020-07-24,277.0,,,,,0.0,0.0,0.0,0.0,157.0,0.0,,5896684.0,,,
2020-07-25,513.0,,,,,0.0,0.0,0.0,0.0,180.0,0.0,,5896684.0,,,
2020-07-26,481.0,,,,,0.0,0.0,0.0,0.0,169.0,0.0,,5896684.0,,,
2020-07-27,469.0,,,,,0.0,0.0,0.0,0.0,171.0,0.0,,5896684.0,,,
2020-07-28,359.0,,,,,0.0,0.0,0.0,0.0,201.0,0.0,,5896684.0,,,
2020-07-29,334.0,,,,,0.0,0.0,0.0,0.0,205.0,0.0,,5896684.0,,,
2020-07-30,278.0,,,,,0.0,0.0,0.0,0.0,210.0,0.0,,5896684.0,,,
2020-07-31,396.0,,,,,0.0,0.0,0.0,0.0,183.0,0.0,,5896684.0,,,
2020-08-01,307.0,,,,,0.0,0.0,0.0,0.0,249.0,0.0,,5896684.0,,,
2020-08-02,313.0,,,,,0.0,0.0,0.0,0.0,186.0,0.0,,5896684.0,,,
2020-08-03,226.0,,,,,0.0,0.0,0.0,0.0,253.0,27.0,,5896684.0,,,
2020-08-04,295.0,,,,,0.0,0.0,0.0,0.0,275.0,0.0,,5896684.0,,,
2020-08-05,908.0,,,,,0.0,0.0,0.0,0.0,314.0,0.0,,5896684.0,,,
2020-08-06,301.0,,,,,0.0,0.0,0.0,0.0,263.0,0.0,,5896684.0,,,
2020-08-07,242.0,,,,,0.0,0.0,0.0,0.0,281.0,39.0,,5896684.0,,,
2020-08-08,132.0,,,,,0.0,0.0,0.0,0.0,271.0,139.0,,5896684.0,,,
2020-08-09,175.0,,,,,0.0,0.0,0.0,0.0,332.0,157.0,,5896684.0,,,
2020-08-10,188.0,,,,,0.0,0.0,0.0,0.0,694.0,506.0,,5896684.0,,,
2020-08-11,61.0,,,,,0.0,0.0,0.0,0.0,519.0,458.0,,5896684.0,,,
2020-08-12,42.0,,,,,0.0,0.0,0.0,0.0,392.0,350.0,,5896684.0,,,
2020-08-13,102.0,,,,,0.0,0.0,0.0,0.0,216.0,114.0,,5896684.0,,,
2020-08-14,83.0,,,,,0.0,0.0,0.0,0.0,313.0,230.0,,5896684.0,,,
2020-08-15,81.0,,,,,0.0,0.0,0.0,0.0,472.0,391.0,,5896684.0,,,
2020-08-16,86.0,,,,,0.0,0.0,0.0,0.0,432.0,346.0,,5896684.0,,,
2020-08-17,91.0,,,,,0.0,0.0,0.0,0.0,397.0,306.0,,5896684.0,,,
2020-08-18,100.0,,,,,0.0,0.0,0.0,0.0,183.0,83.0,,5896684.0,,,
2020-08-19,93.0,,,,,0.0,0.0,0.0,0.0,277.0,184.0,,5896684.0,,,
2020-08-20,68.0,,,,,0.0,0.0,0.0,0.0,309.0,241.0,,5896684.0,,,
2020-08-21,117.0,,,,,0.0,0.0,0.0,0.0,532.0,415.0,,5896684.0,,,
2020-08-22,50.0,,,,,0.0,0.0,0.0,0.0,269.0,219.0,,5896684.0,,,
2020-08-23,87.0,,,,,0.0,0.0,0.0,0.0,244.0,157.0,,5896684.0,,,
2020-08-24,51.0,,,,,0.0,0.0,0.0,0.0,423.0,372.0,,5896684.0,,,
2020-08-25,31.0,,,,,0.0,0.0,0.0,0.0,230.0,199.0,,5896684.0,,,
2020-08-26,60.0,,,,,0.0,0.0,0.0,0.0,155.0,95.0,,5896684.0,,,
2020-08-27,77.0,,,,,0.0,0.0,0.0,0.0,168.0,91.0,,5896684.0,,,
2020-08-28,94.0,,,,,0.0,0.0,0.0,0.0,198.0,104.0,,5896684.0,,,
2020-08-29,51.0,,,,,0.0,0.0,0.0,0.0,110.0,59.0,,5896684.0,,,
2020-08-30,54.0,,,,,0.0,0.0,0.0,0.0,139.0,85.0,,5896684.0,,,
2020-08-31,41.0,,,,,0.0,0.0,0.0,0.0,72.0,31.0,,5896684.0,,,
2020-09-01,40.0,,,,,0.0,0.0,0.0,0.0,91.0,51.0,,5896684.0,,,
2020-09-02,8.0,,,,,0.0,0.0,0.0,0.0,142.0,93.0,,5896684.0,,,
2020-09-03,48.0,,,,,0.0,0.0,0.0,0.0,137.0,89.0,,5896684.0,,,
2020-09-04,40.0,,,,,0.0,0.0,0.0,0.0,146.0,106.0,,5896684.0,,,
2020-09-05,34.0,,,,,0.0,0.0,0.0,0.0,93.0,59.0,,5896684.0,,,
2020-09-06,40.0,,,,,0.0,0.0,0.0,0.0,66.0,26.0,,5896684.0,,,
2020-09-07,22.0,,,,,0.0,0.0,0.0,0.0,75.0,53.0,,5896684.0,,,
2020-09-08,47.0,,,,,0.0,0.0,0.0,0.0,53.0,6.0,,5896684.0,,,
2020-09-09,75.0,,,,,0.0,0.0,0.0,0.0,31.0,0.0,,5896684.0,,,
2020-09-10,63.0,,,,,0.0,0.0,0.0,0.0,66.0,3.0,,5896684.0,,,
2020-09-11,86.0,,,,,0.0,0.0,0.0,0.0,49.0,0.0,,5896684.0,,,
2020-09-12,42.0,,,,,0.0,0.0,0.0,0.0,92.0,50.0,,5896684.0,,,
2020-09-13,49.0,,,,,0.0,0.0,0.0,0.0,65.0,16.0,,5896684.0,,,
2020-09-14,48.0,,,,,0.0,0.0,0.0,0.0,38.0,0.0,,5896684.0,,,
2020-09-15,34.0,,,,,0.0,0.0,0.0,0.0,82.0,48.0,,5896684.0,,,
2020-09-16,26.0,,,,,0.0,0.0,0.0,0.0,71.0,44.0,,5896684.0,,,
2020-09-17,18.0,,,,,0.0,0.0,0.0,0.0,84.0,66.0,,5896684.0,,,
2020-09-18,11.0,,,,,0.0,0.0,0.0,0.0,32.0,21.0,,5896684.0,,,
2020-09-19,15.0,,,,,0.0,0.0,0.0,0.0,71.0,56.0,,5896684.0,,,
2020-09-20,18.0,,,,,0.0,0.0,0.0,0.0,39.0,21.0,,5896684.0,,,
2020-09-21,30.0,,,,,0.0,0.0,0.0,0.0,60.0,29.0,,5896684.0,,,
2020-09-22,21.0,,,,,0.0,0.0,0.0,0.0,21.0,0.0,,5896684.0,,,
2020-09-23,12.0,,,,,0.0,0.0,0.0,0.0,29.0,17.0,,5896684.0,,,
2020-09-24,15.0,,,,,0.0,0.0,0.0,0.0,42.0,27.0,,5896684.0,,,
2020-09-25,11.0,,,,,0.0,0.0,0.0,0.0,8.0,0.0,,5896684.0,,,
2020-09-26,20.0,,,,,0.0,0.0,0.0,0.0,19.0,0.0,,5896684.0,,,
2020-09-27,15.0,,,,,0.0,0.0,0.0,0.0,8.0,0.0,,5896684.0,,,
2020-09-28,15.0,,,,,0.0,0.0,0.0,0.0,26.0,11.0,,5896684.0,,,
2020-09-29,27.0,,,,,0.0,0.0,0.0,0.0,73.0,46.0,,5896684.0,,,
2020-09-30,23.0,,,,,0.0,0.0,0.0,0.0,22.0,0.0,,5896684.0,,,
2020-10-01,19.0,,,,,0.0,0.0,0.0,0.0,24.0,5.0,,5896684.0,,,
2020-10-02,10.0,,,,,0.0,0.0,0.0,0.0,22.0,12.0,,5896684.0,,,
2020-10-03,6.0,,,,,0.0,0.0,0.0,0.0,28.0,22.0,,5896684.0,,,
2020-10-04,12.0,,,,,0.0,0.0,0.0,0.0,13.0,1.0,,5896684.0,,,
